Granule Name,Platform,Sensor,Beam Mode,Absolute Orbit,Relative Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,Size (MB),Off Nadir Angle,Stack Size,Baseline Perp.,Doppler,Stack ID
S1A_IW_SLC__1SDV_20171102T172711_20171102T172739_019089_0204A7_19E4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,392,2017-11-02T17:27:39.300386,2017-11-03T06:55:40Z,SLC,2017-11-02T17:27:11.960617,2017-11-02T17:27:39.289930,59.9598,-166.3883,60.541759,-163.798218,60.965187,-168.384521,58.920177,-164.519302,59.335587,-168.889297,NaN,Descending,3.58 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172645_20171102T172713_019089_0204A7_E39F,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,387,2017-11-02T17:27:13.513433,2017-11-03T06:39:18Z,SLC,2017-11-02T17:26:46.961675,2017-11-02T17:27:11.959114,61.5164,-165.7794,62.022243,-163.086502,62.454712,-167.894852,60.541847,-163.798172,60.965397,-168.386124,NaN,Descending,3.77 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172620_20171102T172647_019089_0204A7_1738,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,382,2017-11-02T17:26:47.710034,2017-11-03T07:06:30Z,SLC,2017-11-02T17:26:21.961231,2017-11-02T17:26:46.960172,63.0016,-165.1542,63.499714,-162.316071,63.943035,-167.371719,62.022331,-163.086456,62.454926,-167.89653,NaN,Descending,3.62 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172555_20171102T172622_019089_0204A7_B764,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,377,2017-11-02T17:26:22.885081,2017-11-03T06:44:27Z,SLC,2017-11-02T17:25:56.960791,2017-11-02T17:26:21.959732,64.4853,-164.4851,64.975044,-161.490082,65.43084,-166.822571,63.499802,-162.31601,63.943249,-167.373505,NaN,Descending,3.80 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172531_20171102T172558_019089_0204A7_15DE,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,372,2017-11-02T17:25:58.058072,2017-11-03T06:25:52Z,SLC,2017-11-02T17:25:31.961849,2017-11-02T17:25:56.959288,65.9664,-163.7556,66.444588,-160.567261,66.915932,-166.210724,64.975136,-161.490021,65.431046,-166.824234,NaN,Descending,3.92 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172506_20171102T172533_019089_0204A7_AB34,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,367,2017-11-02T17:25:33.235174,2017-11-03T06:36:26Z,SLC,2017-11-02T17:25:06.961405,2017-11-02T17:25:31.960346,67.4452,-162.964,67.912964,-159.581558,68.401535,-165.577454,66.444679,-160.5672,66.916138,-166.212494,NaN,Descending,3.93 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172440_20171102T172508_019089_0204A7_B13A,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,362,2017-11-02T17:25:08.408165,2017-11-03T07:22:16Z,SLC,2017-11-02T17:24:41.960964,2017-11-02T17:25:06.959905,68.921,-162.0878,69.372192,-158.444229,69.882919,-164.84079,67.913048,-159.581497,68.401741,-165.57933,NaN,Descending,4.07 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T172412_20171102T172442_019089_0204A7_0C23,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19089,117,117,356,2017-11-02T17:24:42.771267,2017-11-03T07:00:26Z,SLC,2017-11-02T17:24:12.948438,2017-11-02T17:24:41.959462,70.5095,-161.0105,71.058167,-156.954376,71.599731,-163.889908,69.372276,-158.444153,69.883118,-164.842545,NaN,Descending,4.21 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154820_20171102T154846_019088_02049D_42B8,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,391,2017-11-02T15:48:46.289344,2017-11-03T05:08:20Z,SLC,2017-11-02T15:48:21.542048,2017-11-02T15:48:46.277953,60.3909,-141.574,60.899635,-139.02739,61.321865,-143.65976,59.423908,-139.612961,59.841419,-144.043869,NaN,Descending,4.02 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154755_20171102T154822_019088_02049D_DB77,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,386,2017-11-02T15:48:22.292780,2017-11-03T05:48:55Z,SLC,2017-11-02T15:47:56.541916,2017-11-02T15:48:21.540556,61.8714,-141.0018,62.373898,-138.252426,62.807411,-143.112457,60.899727,-139.027374,61.32209,-143.661606,NaN,Descending,4.26 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154730_20171102T154757_019088_02049D_F6A5,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,381,2017-11-02T15:47:57.465770,2017-11-03T06:05:31Z,SLC,2017-11-02T15:47:31.541775,2017-11-02T15:47:56.540415,63.3537,-140.3395,63.850433,-137.466507,64.295258,-142.580109,62.373989,-138.25238,62.807621,-143.114166,NaN,Descending,4.17 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154705_20171102T154732_019088_02049D_F4D8,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,376,2017-11-02T15:47:32.638762,2017-11-03T05:47:05Z,SLC,2017-11-02T15:47:06.541634,2017-11-02T15:47:31.540274,64.8366,-139.6561,65.324539,-136.620636,65.782448,-142.018646,63.850525,-137.466476,64.295471,-142.58194,NaN,Descending,4.14 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154640_20171102T154707_019088_02049D_85E0,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,371,2017-11-02T15:47:07.811752,2017-11-03T09:02:30Z,SLC,2017-11-02T15:46:41.541492,2017-11-02T15:47:06.540132,66.3168,-138.9084,66.792679,-135.673172,67.266922,-141.39119,65.324623,-136.620575,65.782669,-142.020554,NaN,Descending,4.18 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154615_20171102T154642_019088_02049D_4BF2,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,366,2017-11-02T15:46:42.988854,2017-11-03T05:03:27Z,SLC,2017-11-02T15:46:16.541351,2017-11-02T15:46:41.539991,67.7934,-138.0797,68.256302,-134.628128,68.749832,-140.708282,66.792763,-135.673111,67.267113,-141.392761,NaN,Descending,4.20 GB,0,,,0,
S1A_IW_SLC__1SDV_20171102T154547_20171102T154617_019088_02049D_826D,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19088,116,116,360,2017-11-02T15:46:17.345789,2017-11-03T05:48:41Z,SLC,2017-11-02T15:45:47.510140,2017-11-02T15:46:16.539848,69.3857,-137.0892,69.949142,-133.265381,70.46962,-139.830322,68.256386,-134.628067,68.750046,-140.71019,NaN,Descending,4.19 GB,0,,,0,
S1A_IW_SLC__1SDV_20171101T164331_20171101T164401_019074_020431_5802,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19074,102,102,362,2017-11-01T16:44:01.596309,2017-11-02T09:39:53Z,SLC,2017-11-01T16:43:33.211610,2017-11-01T16:44:01.585613,68.8372,-151.885,69.390427,-148.197968,69.89489,-154.523895,67.73632,-149.503326,68.215317,-155.385086,NaN,Descending,4.41 GB,0,,,0,
S1A_IW_SLC__1SDV_20171101T164304_20171101T164334_019074_020431_9330,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19074,102,102,356,2017-11-01T16:43:34.016911,2017-11-02T09:43:32Z,SLC,2017-11-01T16:43:04.191616,2017-11-01T16:43:33.210107,70.5242,-150.73,71.077095,-146.710693,71.61203,-153.570267,69.390511,-148.197891,69.895088,-154.525635,NaN,Descending,4.04 GB,0,,,0,
S1A_IW_SLC__1SDV_20171031T174155_20171031T174222_019060_0203CA_B531,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19060,88,88,371,2017-10-31T17:42:22.499801,2017-11-01T18:57:11Z,SLC,2017-10-31T17:41:55.539125,2017-10-31T17:42:22.499801,66.1365,-167.7634,66.672249,-164.530304,67.144775,-170.202209,65.086929,-165.527084,65.54258,-170.857773,NaN,Descending,3.59 GB,0,,,0,
S1A_IW_SLC__1SDV_20171031T174129_20171031T174157_019060_0203CA_3DEB,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19060,88,88,366,2017-10-31T17:41:57.683071,2017-11-01T19:19:43Z,SLC,2017-10-31T17:41:29.766560,2017-10-31T17:41:57.683071,67.6318,-166.9449,68.182434,-163.469254,68.674469,-169.513885,66.54612,-164.610992,67.017342,-170.255081,NaN,Descending,3.60 GB,0,,,0,
S1A_IW_SLC__1SDV_20171031T174102_20171031T174132_019060_0203CA_E081,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19060,88,88,361,2017-10-31T17:41:32.040005,2017-11-01T18:56:00Z,SLC,2017-10-31T17:41:02.529259Z,2017-10-31T17:41:34.928825Z,69,-165.9802,70.1593,-168.5646,68.2268,-169.5118,69.7005,-162.2053,67.8006,-163.6682,NaN,Descending,4.08 GB,0,,,0,
S1A_IW_SLC__1SDV_20171030T170229_20171030T170256_019045_020355_E8D0,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19045,73,73,392,2017-10-30T17:02:56.787497,2017-11-01T02:31:46Z,SLC,2017-10-30T17:02:30.416540,2017-10-30T17:02:55.414930,60.0575,-160.1745,60.567616,-157.58847,60.995201,-162.21994,59.084576,-158.251907,59.504677,-162.68251,NaN,Descending,4.27 GB,0,,,0,
S1A_IW_SLC__1SDV_20171030T170204_20171030T170231_019045_020355_BD64,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19045,73,73,387,2017-10-30T17:02:31.962543,2017-11-01T02:23:08Z,SLC,2017-10-30T17:02:05.416648,2017-10-30T17:02:30.415039,61.5445,-159.59,62.047684,-156.871674,62.484554,-161.727798,60.567707,-157.58844,60.995426,-162.221741,NaN,Descending,4.57 GB,0,,,0,
S1A_IW_SLC__1SDV_20171030T170139_20171030T170206_019045_020355_A216,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19045,73,73,382,2017-10-30T17:02:06.171478,2017-11-01T02:26:07Z,SLC,2017-10-30T17:01:40.416756,2017-10-30T17:02:05.415147,63.0296,-158.9617,63.524834,-156.097656,63.97274,-161.203796,62.047771,-156.871628,62.484768,-161.729492,NaN,Descending,4.43 GB,0,,,0,
S1A_IW_SLC__1SDV_20171030T170114_20171030T170141_019045_020355_5453,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19045,73,73,377,2017-10-30T17:01:41.344469,2017-11-01T02:21:40Z,SLC,2017-10-30T17:01:15.416871,2017-10-30T17:01:40.415263,64.5127,-158.2863,64.998985,-155.259705,65.459877,-160.64563,63.524921,-156.09761,63.972954,-161.205582,NaN,Descending,4.39 GB,0,,,0,
S1A_IW_SLC__1SDV_20170930T161138_20170930T161205_018607_01F5ED_E9E6,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18607,160,160,374,2017-09-30T16:12:05Z,2017-10-03T03:57:43Z,SLC,2017-09-30T16:11:38Z,2017-09-30T16:12:05Z,65.29,-145.591,65.8338,-142.4781,66.2947,-147.9485,64.2454,-143.4215,64.6911,-148.5738,NaN,Descending,4.22 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170930T161113_20170930T161140_018607_01F5ED_6442,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18607,160,160,369,2017-09-30T16:11:40Z,2017-10-03T04:37:39Z,SLC,2017-09-30T16:11:14Z,2017-09-30T16:11:39Z,66.7769,-144.822,67.2501,-141.5355,67.7295,-147.3557,65.7814,-142.4914,66.2445,-147.9814,NaN,Descending,4.16 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170930T161048_20170930T161116_018607_01F5ED_10E2,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18607,160,160,364,2017-09-30T16:11:16Z,2017-10-03T03:08:21Z,SLC,2017-09-30T16:10:49Z,2017-09-30T16:11:14Z,68.2549,-143.9971,68.7159,-140.4937,69.2142,-146.6916,67.2502,-141.5354,67.7297,-147.3575,NaN,Descending,4.31 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170930T161020_20170930T161050_018607_01F5ED_A341,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18607,160,160,359,2017-09-30T16:10:50Z,2017-10-03T06:02:50Z,SLC,2017-09-30T16:10:20Z,2017-09-30T16:10:49Z,69.8457,-142.9769,70.4021,-139.0484,70.9301,-145.7506,68.716,-140.4936,69.2144,-146.6933,NaN,Descending,4.46 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033752_20170930T033820_007616_00D72D_9C7B,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,225,2017-09-30T03:38:20Z,2017-10-01T14:53:13Z,SLC,2017-09-30T03:37:53Z,2017-09-30T03:38:18Z,69.2342,-153.5674,68.2246,-156.0986,68.7178,-150.0117,69.6807,-157.2798,70.1975,-150.7821,NaN,Ascending,4.04 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033727_20170930T033754_007616_00D72D_B4FD,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,220,2017-09-30T03:37:54Z,2017-10-01T14:44:08Z,SLC,2017-09-30T03:37:28Z,2017-09-30T03:37:53Z,67.7602,-152.6605,66.758,-155.0846,67.233,-149.3598,68.2245,-156.0985,68.7176,-150.0136,NaN,Ascending,4.14 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033702_20170930T033729_007616_00D72D_E664,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,215,2017-09-30T03:37:29Z,2017-10-01T14:55:27Z,SLC,2017-09-30T03:37:03Z,2017-09-30T03:37:28Z,66.2818,-151.8541,65.2884,-154.1509,65.7476,-148.7464,66.7579,-155.0845,67.2328,-149.3619,NaN,Ascending,4.23 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033638_20170930T033705_007616_00D72D_F977,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,210,2017-09-30T03:37:05Z,2017-10-01T16:05:18Z,SLC,2017-09-30T03:36:38Z,2017-09-30T03:37:03Z,64.801,-151.1142,63.8141,-153.3073,64.2603,-148.1868,65.2883,-154.1508,65.7474,-148.7481,NaN,Ascending,4.31 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033613_20170930T033640_007616_00D72D_B049,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,205,2017-09-30T03:36:40Z,2017-10-01T15:47:13Z,SLC,2017-09-30T03:36:13Z,2017-09-30T03:36:38Z,63.3185,-150.4254,62.3388,-152.5092,62.7733,-147.6418,63.814,-153.3073,64.2601,-148.1886,NaN,Ascending,4.30 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033547_20170930T033615_007616_00D72D_7052,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,200,2017-09-30T03:36:15Z,2017-10-01T15:00:08Z,SLC,2017-09-30T03:35:48Z,2017-09-30T03:36:13Z,61.8331,-149.7975,60.856,-151.8129,61.282,-147.1736,62.3387,-152.5091,62.7731,-147.6435,NaN,Ascending,4.47 GB,-1,0,0,-1,0
S1B_IW_SLC__1SDV_20170930T033519_20170930T033549_007616_00D72D_182E,SENTINEL-1B,SENTINEL-1 C-SAR,IW,7616,65,65,194,2017-09-30T03:35:49Z,2017-10-01T14:53:56Z,SLC,2017-09-30T03:35:20Z,2017-09-30T03:35:52Z,60.1916,-149.3414,60.9661,-151.9806,59.0372,-151.1189,61.3153,-147.4291,59.3721,-146.8261,NaN,Ascending,4.33 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162940_20170928T163007_018578_01F513_94E9,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,393,2017-09-28T16:30:07Z,2017-10-01T12:16:45Z,SLC,2017-09-28T16:29:40Z,2017-09-28T16:30:07Z,59.6743,-152.0714,60.2463,-149.5086,60.6691,-154.0544,58.6457,-150.2142,59.0604,-154.5467,NaN,Descending,3.99 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162914_20170928T162942_018578_01F513_4EFA,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,388,2017-09-28T16:29:42Z,2017-10-01T13:13:04Z,SLC,2017-09-28T16:29:16Z,2017-09-28T16:29:41Z,61.1869,-151.5118,61.6925,-148.8321,62.1259,-153.6218,60.2117,-149.5341,60.6364,-154.1072,NaN,Descending,4.49 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162849_20170928T162916_018578_01F513_1921,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,383,2017-09-28T16:29:16Z,2017-10-01T12:49:08Z,SLC,2017-09-28T16:28:51Z,2017-09-28T16:29:16Z,62.6738,-150.9106,63.1738,-148.1045,63.6165,-153.1375,61.6926,-148.832,62.1261,-153.6235,NaN,Descending,4.39 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162825_20170928T162852_018578_01F513_07C4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,378,2017-09-28T16:28:52Z,2017-10-01T12:26:39Z,SLC,2017-09-28T16:28:26Z,2017-09-28T16:28:51Z,64.1573,-150.2463,64.6449,-147.248,65.1014,-152.5524,63.1739,-148.1045,63.6167,-153.1393,NaN,Descending,4.37 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162800_20170928T162827_018578_01F513_CF77,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,373,2017-09-28T16:28:27Z,2017-10-01T12:53:01Z,SLC,2017-09-28T16:28:01Z,2017-09-28T16:28:26Z,65.6372,-149.5107,66.1161,-146.3504,66.5874,-151.9601,64.645,-147.2479,65.1017,-152.5543,NaN,Descending,4.37 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162735_20170928T162802_018578_01F513_DB10,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,368,2017-09-28T16:28:02Z,2017-10-01T12:30:25Z,SLC,2017-09-28T16:27:36Z,2017-09-28T16:28:01Z,67.1171,-148.7399,67.5856,-145.3875,68.0735,-151.3421,66.1162,-146.3504,66.5876,-151.9618,NaN,Descending,4.23 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162709_20170928T162737_018578_01F513_A2CE,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,363,2017-09-28T16:27:37Z,2017-10-01T12:50:27Z,SLC,2017-09-28T16:27:11Z,2017-09-28T16:27:36Z,68.5948,-147.9,69.0492,-144.3086,69.5573,-150.6554,67.5857,-145.3875,68.0737,-151.3437,NaN,Descending,4.30 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170928T162642_20170928T162711_018578_01F513_E11D,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18578,131,131,357,2017-09-28T16:27:11Z,2017-10-01T12:52:48Z,SLC,2017-09-28T16:26:42Z,2017-09-28T16:27:11Z,70.1843,-146.8457,70.7331,-142.8147,71.2727,-149.6868,69.0492,-144.3085,69.5575,-150.6574,NaN,Descending,4.26 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172710_20170927T172738_018564_01F4A3_9D1E,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,392,2017-09-27T17:27:38Z,2017-09-30T14:14:16Z,SLC,2017-09-27T17:27:11Z,2017-09-27T17:27:38Z,59.9595,-166.3867,60.5415,-163.7969,60.9649,-168.3826,58.9198,-164.5181,59.3352,-168.8875,NaN,Descending,3.83 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172645_20170927T172713_018564_01F4A3_B3F7,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,387,2017-09-27T17:27:13Z,2017-09-30T13:48:43Z,SLC,2017-09-27T17:26:46Z,2017-09-27T17:27:11Z,61.5161,-165.7776,62.022,-163.085,62.4545,-167.8927,60.5416,-163.7968,60.9651,-168.3842,NaN,Descending,3.88 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172620_20170927T172647_018564_01F4A3_239C,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,382,2017-09-27T17:26:47Z,2017-09-30T13:51:35Z,SLC,2017-09-27T17:26:21Z,2017-09-27T17:26:46Z,63.0014,-165.1523,63.4995,-162.3145,63.9429,-167.3695,62.0221,-163.085,62.4548,-167.8944,NaN,Descending,3.64 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172555_20170927T172622_018564_01F4A3_97A7,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,377,2017-09-27T17:26:22Z,2017-09-30T14:12:36Z,SLC,2017-09-27T17:25:56Z,2017-09-27T17:26:21Z,64.4851,-164.4832,64.9748,-161.4884,65.4307,-166.8204,63.4996,-162.3144,63.9431,-167.3714,NaN,Descending,3.75 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172530_20170927T172557_018564_01F4A3_5F56,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,372,2017-09-27T17:25:57Z,2017-09-30T13:56:02Z,SLC,2017-09-27T17:25:31Z,2017-09-27T17:25:56Z,65.9662,-163.7535,66.4444,-160.5654,66.9158,-166.2083,64.9749,-161.4883,65.4309,-166.822,NaN,Descending,3.77 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172505_20170927T172532_018564_01F4A3_E8FC,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,367,2017-09-27T17:25:32Z,2017-09-30T14:10:41Z,SLC,2017-09-27T17:25:06Z,2017-09-27T17:25:31Z,67.4451,-162.9618,67.9128,-159.5795,68.4014,-165.5749,66.4445,-160.5653,66.916,-166.2101,NaN,Descending,3.79 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172440_20170927T172508_018564_01F4A3_2949,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,362,2017-09-27T17:25:08Z,2017-09-30T13:57:28Z,SLC,2017-09-27T17:24:41Z,2017-09-27T17:25:06Z,68.9208,-162.0854,69.372,-158.442,69.8828,-164.838,67.9129,-159.5795,68.4016,-165.5767,NaN,Descending,3.98 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T172412_20170927T172442_018564_01F4A3_070F,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18564,117,117,356,2017-09-27T17:24:42Z,2017-09-30T13:48:36Z,SLC,2017-09-27T17:24:12Z,2017-09-27T17:24:45Z,70.2898,-161.0064,71.4578,-163.7296,69.5278,-164.7714,70.9728,-156.9683,69.0803,-158.5913,NaN,Descending,3.95 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154819_20170927T154845_018563_01F499_8210,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,391,2017-09-27T15:48:45Z,2017-09-30T11:19:55Z,SLC,2017-09-27T15:48:21Z,2017-09-27T15:48:45Z,60.3908,-141.5724,60.8994,-139.026,61.3217,-143.6579,59.4237,-139.6117,59.8413,-144.0422,NaN,Descending,4.07 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154754_20170927T154821_018563_01F499_62E4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,386,2017-09-27T15:48:21Z,2017-09-30T10:53:54Z,SLC,2017-09-27T15:47:56Z,2017-09-27T15:48:21Z,61.8713,-141.0001,62.3737,-138.2511,62.8073,-143.1105,60.8995,-139.026,61.3219,-143.6596,NaN,Descending,4.31 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154730_20170927T154757_018563_01F499_11B8,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,381,2017-09-27T15:47:57Z,2017-09-30T10:45:14Z,SLC,2017-09-27T15:47:31Z,2017-09-27T15:47:56Z,63.3536,-140.3377,63.8502,-137.4649,64.2951,-142.5778,62.3738,-138.2511,62.8075,-143.1122,NaN,Descending,4.33 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154705_20170927T154732_018563_01F499_85CE,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,376,2017-09-27T15:47:32Z,2017-09-30T11:35:19Z,SLC,2017-09-27T15:47:06Z,2017-09-27T15:47:31Z,64.8365,-139.6541,65.3243,-136.619,65.7823,-142.0163,63.8503,-137.4649,64.2953,-142.5796,NaN,Descending,4.24 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154640_20170927T154707_018563_01F499_418C,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,371,2017-09-27T15:47:07Z,2017-09-30T10:55:13Z,SLC,2017-09-27T15:46:41Z,2017-09-27T15:47:06Z,66.3166,-138.9062,66.7925,-135.6713,67.2668,-141.3883,65.3244,-136.6189,65.7825,-142.0179,NaN,Descending,4.24 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154614_20170927T154642_018563_01F499_6DB5,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,366,2017-09-27T15:46:42Z,2017-09-30T10:53:01Z,SLC,2017-09-27T15:46:16Z,2017-09-27T15:46:41Z,67.7932,-138.0774,68.2561,-134.6262,68.7497,-140.7055,66.7926,-135.6712,67.267,-141.3901,NaN,Descending,4.21 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T154547_20170927T154616_018563_01F499_D1CE,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18563,116,116,360,2017-09-27T15:46:16Z,2017-09-30T11:45:33Z,SLC,2017-09-27T15:45:47Z,2017-09-27T15:46:16Z,69.3855,-137.0867,69.9489,-133.2632,70.4695,-139.8272,68.2562,-134.6261,68.7499,-140.7074,NaN,Descending,4.20 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170927T022437_20170927T022505_018555_01F45B_5786,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18555,108,108,226,2017-09-27T02:25:05Z,2017-09-29T23:31:16Z,SLC,2017-09-27T02:24:38Z,2017-09-27T02:25:05Z,69.6717,-135.3786,68.607,-137.9564,69.1126,-131.7032,70.1572,-139.2345,70.6886,-132.5213,NaN,Ascending,4.00 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170926T164331_20170926T164401_018549_01F42F_A2BB,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18549,102,102,362,2017-09-26T16:44:01Z,2017-09-30T01:23:00Z,SLC,2017-09-26T16:43:32Z,2017-09-26T16:44:01Z,68.837,-151.8838,69.3904,-148.197,69.8949,-154.5221,67.7359,-149.5028,68.2149,-155.3837,NaN,Descending,4.45 GB,-1,0,0,-1,0
S1A_IW_SLC__1SDV_20170926T164303_20170926T164333_018549_01F42F_2CCA,SENTINEL-1A,SENTINEL-1 C-SAR,IW,18549,102,102,356,2017-09-26T16:43:33Z,2017-09-30T01:22:19Z,SLC,2017-09-26T16:43:04Z,2017-09-26T16:43:36Z,70.3031,-150.7152,71.4711,-153.4404,69.5411,-154.4829,70.986,-146.674,69.0935,-148.2984,NaN,Descending,4.17 GB,-1,0,0,-1,0
