Granule Name,Platform,Sensor,Beam Mode,Absolute Orbit,Relative Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,Size (MB),Off Nadir Angle,Stack Size,Baseline Perp.,Doppler,Stack ID
S1A_IW_OCN__2SDV_20171109T171859_20171109T171921_019191_0207C5_6A36,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,393,2017-11-09T17:19:21.769075,2017-11-09T20:47:35Z,OCN,2017-11-09T17:18:59.943932,2017-11-09T17:19:21.769075,60.003,-164.3107,60.421524,-161.792343,60.844479,-166.362076,59.126728,-162.370438,59.543213,-166.767044,NaN,Descending,4.57 MB,0,,,0,
S1A_IW_OCN__2SDV_20171109T171834_20171109T171859_019191_0207C5_256B,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,388,2017-11-09T17:18:59.942426,2017-11-09T21:23:54Z,OCN,2017-11-09T17:18:34.944487,2017-11-09T17:18:59.942421,61.396,-163.7681,61.902523,-161.087341,62.33429,-165.877106,60.421612,-161.792297,60.844677,-166.363495,NaN,Descending,5.11 MB,0,,,0,
S1A_IW_OCN__2SDV_20171109T171809_20171109T171834_019191_0207C5_8F42,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,383,2017-11-09T17:18:34.942988,2017-11-09T20:52:01Z,OCN,2017-11-09T17:18:09.943552,2017-11-09T17:18:34.942988,62.8817,-163.149,63.38052,-160.324249,63.822914,-165.35939,61.902611,-161.087296,62.334518,-165.878983,NaN,Descending,5.36 MB,0,,,0,
S1B_IW_OCN__2SDV_20171109T030305_20171109T030330_008199_00E7DA_8FC5,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,202,2017-11-09T03:03:30.725416,2017-11-09T07:15:36Z,OCN,2017-11-09T03:03:05.727325,2017-11-09T03:03:30.725373,62.5324,-141.8227,61.556778,-143.851456,61.984348,-139.11171,63.032402,-144.626785,63.470955,-139.650253,NaN,Ascending,5.28 MB,0,,,0,
S1B_IW_OCN__2SDV_20171109T030240_20171109T030305_008199_00E7DA_FBED,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,197,2017-11-09T03:03:05.725853,2017-11-09T07:12:47Z,OCN,2017-11-09T03:02:40.727791,2017-11-09T03:03:05.725853,61.0462,-141.2156,60.072048,-143.1875,60.492237,-138.662933,61.556686,-143.85144,61.98418,-139.112823,NaN,Ascending,5.31 MB,0,,,0,
S1A_IW_OCN__2SDV_20171107T173436_20171107T173501_019162_0206DF_8F4D,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,382,2017-11-07T17:35:01.998975,2017-11-07T21:13:04Z,OCN,2017-11-07T17:34:36.999952,2017-11-07T17:35:01.998972,62.9066,-167.2469,63.405548,-164.422791,63.847694,-169.454895,61.927761,-165.187454,62.359375,-169.976059,NaN,Descending,6.31 MB,0,,,0,
S1A_IW_OCN__2SDV_20171107T173411_20171107T173436_019162_0206DF_DDCB,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,377,2017-11-07T17:34:36.998452,2017-11-07T21:18:25Z,OCN,2017-11-07T17:34:11.999431,2017-11-07T17:34:36.998450,64.3903,-166.5803,64.880753,-163.597961,65.335365,-168.904617,63.405636,-164.422745,63.847908,-169.45668,NaN,Descending,6.06 MB,0,,,0,
S1A_IW_OCN__2SDV_20171107T173347_20171107T173411_019162_0206DF_AA95,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,372,2017-11-07T17:34:11.997931,2017-11-07T21:08:30Z,OCN,2017-11-07T17:33:47.000412,2017-11-07T17:34:11.997931,65.8716,-165.8551,66.350914,-162.683945,66.820847,-168.300018,64.880844,-163.5979,65.335648,-168.907547,NaN,Descending,5.86 MB,0,,,0,
S1A_IW_OCN__2SDV_20171107T155639_20171107T155707_019161_0206D6_427E,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,392,2017-11-07T15:57:07.013389,2017-11-07T21:40:52Z,OCN,2017-11-07T15:56:39.349380,2017-11-07T15:57:07.013387,60.043,-143.7438,60.638714,-141.177689,61.059498,-145.75943,58.99168,-141.857681,59.4062,-146.220062,NaN,Descending,5.72 MB,0,,,0,
S1A_IW_OCN__2SDV_20171107T155614_20171107T155639_019161_0206D6_7C64,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,387,2017-11-07T15:56:39.347883,2017-11-07T21:30:22Z,OCN,2017-11-07T15:56:14.348494,2017-11-07T15:56:39.347881,61.6112,-143.1474,62.117245,-140.446518,62.547764,-145.251373,60.638802,-141.177673,61.059723,-145.761246,NaN,Descending,5.37 MB,0,,,0,
S1A_IW_OCN__2SDV_20171107T155549_20171107T155614_019161_0206D6_3F9C,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,382,2017-11-07T15:56:14.346989,2017-11-07T21:31:57Z,OCN,2017-11-07T15:55:49.349103,2017-11-07T15:56:14.346988,63.0952,-142.5088,63.593922,-139.668274,64.035507,-144.720932,62.117329,-140.446396,62.547974,-145.253006,NaN,Descending,5.32 MB,0,,,0,
S1B_IW_OCN__2SDV_20171107T031924_20171107T031949_008170_00E708_9762,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,200,2017-11-07T03:19:49.557171,2017-11-07T10:18:19Z,OCN,2017-11-07T03:19:24.559053,2017-11-07T03:19:49.557170,62.0138,-145.736,61.037575,-147.752869,61.463528,-143.087143,62.517975,-148.473831,62.953033,-143.579834,NaN,Ascending,5.30 MB,0,,,0,
S1B_IW_OCN__2SDV_20171107T031855_20171107T031924_008170_00E708_9790,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,194,2017-11-07T03:19:24.557554,2017-11-07T10:09:01Z,OCN,2017-11-07T03:18:55.544239,2017-11-07T03:19:24.557554,60.4062,-145.1113,59.314037,-146.996765,59.731766,-142.570282,61.037495,-147.752731,61.463322,-143.088684,NaN,Ascending,5.94 MB,0,,,0,
S1B_WV_OCN__2SSV_20171102T023607_20171102T031232_008096_00E4E4_B3C2,SENTINEL-1B,SENTINEL-1 C-SAR,WV,8096,20,20,964,2017-11-02T03:12:32.760673,2017-11-02T21:37:03Z,OCN,2017-11-02T02:36:06.697822,2017-11-02T03:12:32.760673,0.7229,-129.4268,64.622643,-149.278,65.885078,-145.897858,-64.54274,-105.725372,-63.135597,-103.084267,NaN,Ascending,4.68 MB,0,,,0,
S1B_WV_OCN__2SSV_20171019T025328_20171019T032924_007892_00DF0D_52D9,SENTINEL-1B,SENTINEL-1 C-SAR,WV,7892,166,166,975,2017-10-19T03:29:25.278099,2017-10-21T02:29:42Z,OCN,2017-10-19T02:53:28.509223,2017-10-19T03:29:25.278099,2.8269,-134.3208,66.101814,-154.364777,67.374939,-150.832443,-61.510147,-112.904678,-60.155613,-110.39225,NaN,Ascending,4.61 MB,0,,,0,
S1B_WV_OCN__2SSV_20171017T031037_20171017T034436_007863_00DE34_7796,SENTINEL-1B,SENTINEL-1 C-SAR,WV,7863,137,137,983,2017-10-17T03:44:37.155097,2017-10-19T05:28:21Z,OCN,2017-10-17T03:10:37.562171,2017-10-17T03:44:37.155097,2.0476,-138.3714,61.661118,-155.752655,62.903824,-152.651382,-59.158039,-119.008102,-57.837429,-116.591644,NaN,Ascending,4.35 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171859_20171109T171921_019191_0207C5_A115,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,393,2017-11-09T17:19:21.769070,2017-11-09T20:48:48Z,GRD_HD,2017-11-09T17:18:59.943932,2017-11-09T17:19:21.769075,60.003,-164.3107,60.421524,-161.792343,60.844479,-166.362076,59.126728,-162.370438,59.543213,-166.767044,NaN,Descending,705.75 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171834_20171109T171859_019191_0207C5_8ACF,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,388,2017-11-09T17:18:59.942421,2017-11-09T21:18:17Z,GRD_HD,2017-11-09T17:18:34.944487,2017-11-09T17:18:59.942421,61.396,-163.7681,61.902523,-161.087341,62.33429,-165.877106,60.421612,-161.792297,60.844677,-166.363495,NaN,Descending,861.28 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171809_20171109T171834_019191_0207C5_C083,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,383,2017-11-09T17:18:34.942984,2017-11-09T20:59:59Z,GRD_HD,2017-11-09T17:18:09.943552,2017-11-09T17:18:34.942988,62.8817,-163.149,63.38052,-160.324249,63.822914,-165.35939,61.902611,-161.087296,62.334518,-165.878983,NaN,Descending,905.99 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171744_20171109T171809_019191_0207C5_248E,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,378,2017-11-09T17:18:09.942042,2017-11-09T21:16:28Z,GRD_HD,2017-11-09T17:17:44.944110,2017-11-09T17:18:09.942042,64.3653,-162.4825,64.855469,-159.498444,65.310356,-164.807587,63.380608,-160.324188,63.823116,-165.360962,NaN,Descending,893.61 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171719_20171109T171744_019191_0207C5_7A2C,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,373,2017-11-09T17:17:44.942609,2017-11-09T21:03:08Z,GRD_HD,2017-11-09T17:17:19.944676,2017-11-09T17:17:44.942609,65.8464,-161.7563,66.325607,-158.584915,66.795746,-164.202057,64.85556,-159.498383,65.310562,-164.809235,NaN,Descending,878.55 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171654_20171109T171719_019191_0207C5_C8D4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,368,2017-11-09T17:17:19.943173,2017-11-09T21:16:56Z,GRD_HD,2017-11-09T17:16:54.943739,2017-11-09T17:17:19.943173,67.3255,-160.9694,67.793869,-157.602249,68.281174,-163.568176,66.325699,-158.584854,66.795952,-164.203812,NaN,Descending,911.16 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171629_20171109T171654_019191_0207C5_95AB,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,363,2017-11-09T17:16:54.942238,2017-11-09T21:08:15Z,GRD_HD,2017-11-09T17:16:29.944306,2017-11-09T17:16:54.942238,68.8014,-160.0999,69.253914,-156.479248,69.762924,-162.841675,67.793953,-157.602188,68.281387,-163.570038,NaN,Descending,874.88 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171109T171600_20171109T171629_019191_0207C5_3A19,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19191,44,44,357,2017-11-09T17:16:29.942804,2017-11-09T21:17:54Z,GRD_HD,2017-11-09T17:16:01.243370Z,2017-11-09T17:16:33.642937Z,70.1706,-159.0348,71.3377,-161.745,69.4074,-162.777,70.8554,-155.0225,68.9621,-156.6292,NaN,Descending,918.88 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030510_20171109T030538_008199_00E7DA_12AA,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,227,2017-11-09T03:05:38.045622,2017-11-09T07:14:46Z,GRD_HD,2017-11-09T03:05:10.728075,2017-11-09T03:05:38.045622,69.9921,-145.8421,68.90979,-148.385971,69.412453,-142.117447,70.496826,-149.761322,71.02787,-143.011627,NaN,Ascending,878.64 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030445_20171109T030510_008199_00E7DA_AD09,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,222,2017-11-09T03:05:10.726569,2017-11-09T07:19:44Z,GRD_HD,2017-11-09T03:04:45.727020,2017-11-09T03:05:10.726569,68.452,-144.8357,67.445969,-147.314896,67.928734,-141.431137,68.909698,-148.385925,69.412239,-142.119461,NaN,Ascending,941.12 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030420_20171109T030445_008199_00E7DA_FFC0,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,217,2017-11-09T03:04:45.725521,2017-11-09T07:10:40Z,GRD_HD,2017-11-09T03:04:20.727473,2017-11-09T03:04:45.725521,66.9743,-143.9991,65.976532,-146.357315,66.442879,-140.812439,67.445877,-147.31485,67.928528,-141.432983,NaN,Ascending,879.33 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030355_20171109T030420_008199_00E7DA_7EC5,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,212,2017-11-09T03:04:20.725974,2017-11-09T07:17:45Z,GRD_HD,2017-11-09T03:03:55.727926,2017-11-09T03:04:20.725974,65.4955,-143.2192,64.507645,-145.442429,64.958549,-140.197006,65.97644,-146.357254,66.442673,-140.814163,NaN,Ascending,904.87 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030330_20171109T030355_008199_00E7DA_33B3,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,207,2017-11-09T03:03:55.726422,2017-11-09T07:14:06Z,GRD_HD,2017-11-09T03:03:30.726873,2017-11-09T03:03:55.726422,64.015,-142.4938,63.03249,-144.626831,63.471169,-139.648499,64.507553,-145.442383,64.958336,-140.198853,NaN,Ascending,902.65 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030305_20171109T030330_008199_00E7DA_F351,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,202,2017-11-09T03:03:30.725373,2017-11-09T07:12:38Z,GRD_HD,2017-11-09T03:03:05.727325,2017-11-09T03:03:30.725373,62.5324,-141.8227,61.556778,-143.851456,61.984348,-139.11171,63.032402,-144.626785,63.470955,-139.650253,NaN,Ascending,933.44 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171109T030240_20171109T030305_008199_00E7DA_5564,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8199,123,123,197,2017-11-09T03:03:05.725824,2017-11-09T11:12:55Z,GRD_HD,2017-11-09T03:02:40.727791,2017-11-09T03:03:05.725853,61.0462,-141.2156,60.072048,-143.1875,60.492237,-138.662933,61.556686,-143.85144,61.98418,-139.112823,NaN,Ascending,987.38 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T173436_20171107T173501_019162_0206DF_2C43,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,382,2017-11-07T17:35:01.998972,2017-11-07T21:11:33Z,GRD_HD,2017-11-07T17:34:36.999952,2017-11-07T17:35:01.998972,62.9066,-167.2469,63.405548,-164.422791,63.847694,-169.454895,61.927761,-165.187454,62.359375,-169.976059,NaN,Descending,779.65 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T173411_20171107T173436_019162_0206DF_3FE4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,377,2017-11-07T17:34:36.998450,2017-11-07T21:13:28Z,GRD_HD,2017-11-07T17:34:11.999431,2017-11-07T17:34:36.998450,64.3903,-166.5803,64.880753,-163.597961,65.335365,-168.904617,63.405636,-164.422745,63.847908,-169.45668,NaN,Descending,815.39 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T173347_20171107T173411_019162_0206DF_09A4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,372,2017-11-07T17:34:11.997929,2017-11-07T21:15:20Z,GRD_HD,2017-11-07T17:33:47.000412,2017-11-07T17:34:11.997931,65.8716,-165.8551,66.350914,-162.683945,66.820847,-168.300018,64.880844,-163.5979,65.335648,-168.907547,NaN,Descending,858.75 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T173321_20171107T173346_019162_0206DF_1538,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,367,2017-11-07T17:33:46.998909,2017-11-07T21:15:00Z,GRD_HD,2017-11-07T17:33:21.999890,2017-11-07T17:33:46.998909,67.3503,-165.0631,67.818375,-161.692673,68.305702,-167.656342,66.351006,-162.683899,66.820976,-168.300659,NaN,Descending,820.70 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T173252_20171107T173321_019162_0206DF_EEE2,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19162,15,15,362,2017-11-07T17:33:21.998391,2017-11-07T21:08:50Z,GRD_HD,2017-11-07T17:32:52.961991,2017-11-07T17:33:21.998391,68.9449,-164.1146,69.513847,-160.375732,70.026711,-166.805313,67.818459,-161.692566,68.305908,-167.658173,NaN,Descending,965.04 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T155639_20171107T155707_019161_0206D6_A48C,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,392,2017-11-07T15:57:07.013387,2017-11-07T20:54:29Z,GRD_HD,2017-11-07T15:56:39.349380,2017-11-07T15:57:07.013387,60.043,-143.7438,60.638714,-141.177689,61.059498,-145.75943,58.99168,-141.857681,59.4062,-146.220062,NaN,Descending,915.61 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T155614_20171107T155639_019161_0206D6_1838,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,387,2017-11-07T15:56:39.347881,2017-11-07T20:08:42Z,GRD_HD,2017-11-07T15:56:14.348494,2017-11-07T15:56:39.347881,61.6112,-143.1474,62.117245,-140.446518,62.547764,-145.251373,60.638802,-141.177673,61.059723,-145.761246,NaN,Descending,966.47 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T155549_20171107T155614_019161_0206D6_08C0,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,382,2017-11-07T15:56:14.346988,2017-11-07T20:24:18Z,GRD_HD,2017-11-07T15:55:49.349103,2017-11-07T15:56:14.346988,63.0952,-142.5088,63.593922,-139.668274,64.035507,-144.720932,62.117329,-140.446396,62.547974,-145.253006,NaN,Descending,919.33 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T155524_20171107T155549_019161_0206D6_E139,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,377,2017-11-07T15:55:49.347606,2017-11-07T20:15:54Z,GRD_HD,2017-11-07T15:55:24.348219,2017-11-07T15:55:49.347606,64.5781,-141.8304,65.068222,-138.83078,65.522644,-144.161209,63.594009,-139.668228,64.035721,-144.722717,NaN,Descending,906.04 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T155459_20171107T155524_019161_0206D6_77D4,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,372,2017-11-07T15:55:24.346717,2017-11-07T20:15:55Z,GRD_HD,2017-11-07T15:54:59.348831,2017-11-07T15:55:24.346717,66.0586,-141.0927,66.537376,-137.901947,67.007492,-143.544525,65.068306,-138.830734,65.522842,-144.162872,NaN,Descending,916.49 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171107T155430_20171107T155459_019161_0206D6_FB01,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19161,14,14,366,2017-11-07T15:54:59.347330,2017-11-07T20:16:08Z,GRD_HD,2017-11-07T15:54:30.315734,2017-11-07T15:54:59.347330,67.6554,-140.217,68.239014,-136.713348,68.730614,-142.770432,66.537468,-137.901886,67.007698,-143.546295,NaN,Descending,999.89 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T032129_20171107T032154_008170_00E708_32CB,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,225,2017-11-07T03:21:54.556779,2017-11-07T09:07:09Z,GRD_HD,2017-11-07T03:21:29.558660,2017-11-07T03:21:54.556779,69.4114,-149.5684,68.400185,-152.11972,68.896141,-145.984192,69.856163,-153.311401,70.375954,-146.758347,NaN,Ascending,859.21 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T032104_20171107T032129_008170_00E708_F78D,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,220,2017-11-07T03:21:29.557155,2017-11-07T10:08:01Z,GRD_HD,2017-11-07T03:21:04.559036,2017-11-07T03:21:29.557155,67.9383,-148.6445,66.935921,-151.075226,67.412552,-145.309479,68.400101,-152.119644,68.895828,-145.987823,NaN,Ascending,922.84 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T032039_20171107T032104_008170_00E708_FE42,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,215,2017-11-07T03:21:04.557535,2017-11-07T09:15:17Z,GRD_HD,2017-11-07T03:20:39.559417,2017-11-07T03:21:04.557535,66.4602,-147.8286,65.465279,-150.146957,65.926353,-144.706085,66.935837,-151.075165,67.412331,-145.311508,NaN,Ascending,896.05 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T032014_20171107T032039_008170_00E708_C9D6,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,210,2017-11-07T03:20:39.557917,2017-11-07T09:00:08Z,GRD_HD,2017-11-07T03:20:14.558296,2017-11-07T03:20:39.557917,64.9796,-147.0823,63.992661,-149.281601,64.439941,-144.128906,65.465187,-150.146896,65.926155,-144.707779,NaN,Ascending,915.21 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T031949_20171107T032014_008170_00E708_64BA,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,205,2017-11-07T03:20:14.556795,2017-11-07T09:02:58Z,GRD_HD,2017-11-07T03:19:49.558676,2017-11-07T03:20:14.556795,63.4981,-146.3799,62.518063,-148.473892,62.953259,-143.577927,63.992573,-149.28154,64.439728,-144.130722,NaN,Ascending,931.19 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T031924_20171107T031949_008170_00E708_F902,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,200,2017-11-07T03:19:49.557170,2017-11-07T08:55:10Z,GRD_HD,2017-11-07T03:19:24.559053,2017-11-07T03:19:49.557170,62.0138,-145.736,61.037575,-147.752869,61.463528,-143.087143,62.517975,-148.473831,62.953033,-143.579834,NaN,Ascending,926.41 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171107T031855_20171107T031924_008170_00E708_2316,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8170,94,94,194,2017-11-07T03:19:24.557554,2017-11-07T09:10:55Z,GRD_HD,2017-11-07T03:18:55.544239,2017-11-07T03:19:24.557554,60.4062,-145.1113,59.314037,-146.996765,59.731766,-142.570282,61.037495,-147.752731,61.463322,-143.088684,NaN,Ascending,1013.97 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T174913_20171105T174942_019133_0205FF_3F1E,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19133,161,161,360,2017-11-05T17:49:42.719298,2017-11-06T05:15:15Z,GRD_HD,2017-11-05T17:49:13.699484,2017-11-05T17:49:42.719298,69.3451,-167.9676,69.909264,-164.157242,70.428902,-170.707764,68.215973,-165.506638,68.709259,-171.576141,NaN,Descending,892.80 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T161229_20171105T161251_019132_0205F6_DCE6,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19132,160,160,384,2017-11-05T16:12:51.892613,2017-11-06T03:04:10Z,GRD_HD,2017-11-05T16:12:29.737139,2017-11-05T16:12:51.892613,62.4168,-146.9192,62.835747,-144.195221,63.271812,-149.125595,61.524254,-144.845917,61.951878,-149.568192,NaN,Descending,771.81 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T161204_20171105T161229_019132_0205F6_CE43,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19132,160,160,379,2017-11-05T16:12:29.735637,2017-11-06T03:23:07Z,GRD_HD,2017-11-05T16:12:04.737331,2017-11-05T16:12:29.735637,63.817,-146.3103,64.311501,-143.391479,64.759407,-148.584457,62.835838,-144.195175,63.272038,-149.127518,NaN,Descending,930.79 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T161139_20171105T161204_019132_0205F6_3E3F,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19132,160,160,374,2017-11-05T16:12:04.735829,2017-11-06T03:18:38Z,GRD_HD,2017-11-05T16:11:39.737523,2017-11-05T16:12:04.735829,65.2981,-145.5967,65.781456,-142.493195,66.24424,-147.980408,64.311584,-143.391434,64.759621,-148.586288,NaN,Descending,913.82 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T161114_20171105T161139_019132_0205F6_8DAC,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19132,160,160,369,2017-11-05T16:11:39.736012,2017-11-06T03:31:36Z,GRD_HD,2017-11-05T16:11:14.737709,2017-11-05T16:11:39.736012,66.777,-144.8241,67.250313,-141.537415,67.729607,-147.3582,65.78154,-142.493149,66.244545,-147.983658,NaN,Descending,894.21 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T161049_20171105T161114_019132_0205F6_2E6C,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19132,160,160,364,2017-11-05T16:11:14.736208,2017-11-06T03:38:04Z,GRD_HD,2017-11-05T16:10:49.737905,2017-11-05T16:11:14.736208,68.255,-143.9994,68.71611,-140.495697,69.214294,-146.694244,67.250404,-141.537338,67.729813,-147.360016,NaN,Descending,929.36 MB,0,,,0,
S1A_IW_GRDH_1SDV_20171105T161020_20171105T161049_019132_0205F6_1AC5,SENTINEL-1A,SENTINEL-1 C-SAR,IW,19132,160,160,359,2017-11-05T16:10:49.736403,2017-11-06T03:29:08Z,GRD_HD,2017-11-05T16:10:20.693859,2017-11-05T16:10:49.736403,69.8468,-142.9787,70.404053,-139.049118,70.931969,-145.752548,68.716202,-140.495636,69.214485,-146.695938,NaN,Descending,955.50 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171105T033754_20171105T033819_008141_00E632_85E8,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8141,65,65,225,2017-11-05T03:38:19.092049,2017-11-05T10:50:16Z,GRD_HD,2017-11-05T03:37:54.093958,2017-11-05T03:38:19.092049,69.2343,-153.5638,68.224693,-156.095612,68.717834,-150.007843,69.68087,-157.276474,70.197563,-150.777878,NaN,Ascending,845.37 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171105T033729_20171105T033754_008141_00E632_16BA,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8141,65,65,220,2017-11-05T03:37:54.092455,2017-11-05T10:45:18Z,GRD_HD,2017-11-05T03:37:29.094363,2017-11-05T03:37:54.092455,67.7602,-152.6571,66.758057,-155.081604,67.23307,-149.35611,68.224609,-156.09552,68.717621,-150.00972,NaN,Ascending,921.74 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171105T033704_20171105T033729_008141_00E632_C926,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8141,65,65,215,2017-11-05T03:37:29.092865,2017-11-05T10:57:50Z,GRD_HD,2017-11-05T03:37:04.094773,2017-11-05T03:37:29.092865,66.2819,-151.8509,65.288559,-154.148148,65.747719,-148.742935,66.757973,-155.081528,67.232849,-149.358109,NaN,Ascending,915.67 MB,0,,,0,
S1B_IW_GRDH_1SDV_20171105T033639_20171105T033704_008141_00E632_E723,SENTINEL-1B,SENTINEL-1 C-SAR,IW,8141,65,65,210,2017-11-05T03:37:04.093272,2017-11-05T10:42:56Z,GRD_HD,2017-11-05T03:36:39.093678,2017-11-05T03:37:04.093272,64.8011,-151.1112,63.814167,-153.304703,64.260315,-148.183487,65.288475,-154.148102,65.747513,-148.744614,NaN,Ascending,908.72 MB,0,,,0,
