@relation cleaned-data

@attribute Platform {SENTINEL-1B,SENTINEL-1A}
@attribute Sensor {'SENTINEL-1 C-SAR'}
@attribute 'Beam Mode' {WV,IW,S3,S2,S1,EW}
@attribute 'Absolute Orbit' numeric
@attribute 'Relative Orbit' numeric
@attribute 'Path Number' numeric
@attribute 'Frame Number' numeric
@attribute 'Processing Level' {SLC,OCN,GRD_MD,RAW}
@attribute 'Center Lat' numeric
@attribute 'Center Lon' numeric
@attribute 'Near Start Lat' numeric
@attribute 'Near Start Lon' numeric
@attribute 'Far Start Lat' numeric
@attribute 'Far Start Lon' numeric
@attribute 'Near End Lat' numeric
@attribute 'Near End Lon' numeric
@attribute 'Far End Lat' numeric
@attribute 'Far End Lon' numeric
@attribute 'Faraday Rotation' numeric
@attribute 'Ascending or Descending?' {Ascending,Descending}
@attribute 'Size (MB)' numeric
@attribute 'Off Nadir Angle' numeric

@data
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,133,SLC,41.8703,-10.1982,40.91032,-11.525782,41.309666,-8.505053,42.411045,-11.918334,42.80962,-8.82598,?,Ascending,3690,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,128,SLC,40.3689,-9.8454,39.408653,-11.143151,39.808952,-8.189962,40.910233,-11.525759,41.309448,-8.506095,?,Ascending,3710,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,122,SLC,38.8704,-9.5118,37.823032,-10.750007,38.221905,-7.884822,39.501305,-11.167462,39.898994,-8.231263,?,Ascending,4080,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,118,SLC,37.3639,-9.16,36.402573,-10.403802,36.805569,-7.572012,37.905907,-10.769415,38.307281,-7.880258,?,Ascending,3840,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,113,SLC,35.8604,-8.826,34.898251,-10.045408,35.302963,-7.267942,36.402485,-10.403781,36.805347,-7.572989,?,Ascending,3810,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,108,SLC,34.3562,-8.4969,33.393246,-9.693579,33.799892,-6.966659,34.898159,-10.045387,35.302746,-7.268901,?,Ascending,3760,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,103,SLC,32.8518,-8.1696,31.888269,-9.342374,32.296913,-6.662563,33.393154,-9.693558,33.799667,-6.9676,?,Ascending,4050,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,97,SLC,31.3463,-7.8511,30.2962,-8.972266,30.702616,-6.369316,31.977674,-9.35221,32.381657,-6.70025,?,Ascending,4420,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,92,SLC,29.7204,-7.4993,28.632832,-8.61076,29.046677,-6.021321,30.382811,-8.995374,30.79348,-6.360296,?,Ascending,4740,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,82,SLC,26.4409,-6.8594,25.692488,-7.985049,26.105722,-5.505106,26.766443,-8.219693,27.177664,-5.716393,?,Ascending,2430,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,77,SLC,25.1503,-6.5932,24.183445,-7.661404,24.599646,-5.212315,25.692398,-7.98503,26.105633,-5.505088,?,Ascending,3660,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,72,SLC,23.6413,-6.2887,22.585279,-7.32285,23.004034,-4.908293,24.270708,-7.68181,24.686201,-5.234488,?,Ascending,3850,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,67,SLC,22.1335,-5.9805,21.163656,-7.023034,21.585964,-4.629806,22.673855,-7.340333,23.092949,-4.920891,?,Ascending,3600,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,62,SLC,20.6245,-5.6758,19.653454,-6.705534,20.078962,-4.336892,21.163565,-7.023015,21.585794,-4.630263,?,Ascending,3450,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,57,SLC,19.1153,-5.3712,18.142691,-6.390765,18.571543,-4.044461,19.653364,-6.705516,20.078823,-4.337157,?,Ascending,3400,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,52,SLC,17.6058,-5.0675,16.631622,-6.076734,17.063887,-3.750906,18.142601,-6.390746,18.571388,-4.044816,?,Ascending,3410,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,47,SLC,16.0959,-4.764,15.120222,-5.764464,15.555983,-3.457302,16.631531,-6.076715,17.063713,-3.751351,?,Ascending,3690,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,42,SLC,14.5907,-4.4643,13.526032,-5.436891,13.964982,-3.150647,15.212967,-5.784444,15.647839,-3.479901,?,Ascending,4180,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,37,SLC,13.0757,-4.1567,12.096855,-5.14072,12.540003,-2.8647,13.608421,-5.453238,14.047835,-3.162552,?,Ascending,4090,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,32,SLC,11.5653,-3.8525,10.584546,-4.831286,11.031549,-2.568173,12.096766,-5.140701,12.539913,-2.864682,?,Ascending,4200,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,27,SLC,10.0546,-3.5488,9.072146,-4.521568,9.523084,-2.269704,10.584455,-4.831268,11.031459,-2.568155,?,Ascending,4220,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,22,SLC,8.5438,-3.2441,7.559566,-4.211506,8.014522,-1.96927,9.072057,-4.52155,9.522993,-2.269686,?,Ascending,4370,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,17,SLC,7.033,-2.9387,5.959965,-3.882609,6.419043,-1.649895,7.646836,-4.229882,8.101192,-1.988974,?,Ascending,4670,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19542,45,45,11,SLC,5.4006,-2.6061,4.29089,-3.540497,4.754896,-1.313319,6.046923,-3.900923,6.50605,-1.666386,?,Ascending,4800,0
SENTINEL-1A,'SENTINEL-1 C-SAR',WV,19541,44,44,999,SLC,-54.6608,13.8167,-54.779587,13.712512,-54.713825,14.025768,-54.607456,13.608331,-54.541962,13.920228,?,Ascending,3980,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8558,132,132,206,SLC,63.8801,-4.7181,62.80497,-6.879058,63.26062,-1.773939,64.444458,-7.784561,64.913879,-2.378218,?,Ascending,3810,0
SENTINEL-1A,'SENTINEL-1 C-SAR',WV,19540,43,43,1181,SLC,-0.4511,21.3312,-0.561138,21.258913,-0.52191,21.441223,-0.380272,21.221106,-0.341079,21.403376,?,Ascending,2300,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1102,SLC,-22.9083,28.68,-24.012527,27.674963,-23.431482,30.125265,-22.371162,27.246071,-21.798357,29.669266,?,Ascending,4630,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1097,SLC,-24.503,29.0986,-25.594595,28.099331,-25.013594,30.544294,-23.977068,27.66679,-23.405375,30.079102,?,Ascending,4250,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1092,SLC,-25.9874,29.5213,-27.082092,28.512489,-26.492529,30.98786,-25.466026,28.069422,-24.886198,30.509653,?,Ascending,4160,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1087,SLC,-27.4705,29.9546,-28.568462,28.935337,-27.969803,31.444017,-26.953962,28.480886,-26.365498,30.951824,?,Ascending,4160,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1082,SLC,-28.9524,30.3987,-30.053715,29.36772,-29.445345,31.912975,-28.44113,28.901041,-27.843456,31.405815,?,Ascending,4260,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1077,SLC,-30.4368,30.837,-31.54291,29.788046,-30.922205,32.383251,-29.932011,29.308519,-29.322578,31.860115,?,Ascending,3920,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1072,SLC,-31.9453,31.3074,-33.084244,30.250826,-32.451237,32.895531,-31.418409,29.739395,-30.797712,32.335598,?,Ascending,3720,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,1067,SLC,-33.6649,31.8634,-32.9447,30.2352,-34.8682,30.8697,-32.4547,32.829,-34.3609,33.5201,?,Ascending,3890,0
SENTINEL-1B,'SENTINEL-1 C-SAR',WV,8557,131,131,407,SLC,55.9628,-149.8345,56.029888,-149.633667,56.072392,-149.960739,55.853088,-149.708969,55.895473,-150.034515,?,Descending,4250,0
SENTINEL-1A,'SENTINEL-1 C-SAR',WV,19540,43,43,987,SLC,-58.3091,41.0014,-58.429325,40.895042,-58.358402,41.233444,-58.259373,40.770058,-58.188778,41.10688,?,Ascending,1890,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,840,SLC,-71.6227,163.442,-71.735153,167.956253,-70.221184,162.787338,-73.020584,164.206482,-71.407387,159.002762,?,Descending,2460,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,232,SLC,71.4332,15.6137,70.40715,12.875566,70.93174,19.54311,71.855927,11.496206,72.409683,18.666922,?,Ascending,3680,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,227,SLC,69.9647,16.6817,68.950844,14.092712,69.451103,20.322378,70.407059,12.875644,70.931557,19.54154,?,Ascending,3730,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,222,SLC,68.493,17.6434,67.490685,15.200345,67.969742,21.047314,68.95076,14.092781,69.45089,20.320412,?,Ascending,4190,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,216,SLC,66.8984,18.5729,65.78566,16.322153,66.245392,21.781954,67.490593,15.200403,67.969551,21.045702,?,Ascending,4580,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,173,SLC,54.2241,23.515,53.058468,21.895222,53.46777,25.73119,54.945198,21.218882,55.359486,25.237158,?,Ascending,5110,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,168,SLC,52.6002,24.0058,51.57674,22.397295,51.983028,26.103758,53.185337,21.850767,53.594955,25.698498,?,Ascending,4400,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,163,SLC,51.116,24.4375,50.0938,22.879511,50.497612,26.466103,51.704216,22.356577,52.110626,26.073093,?,Ascending,4390,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,158,SLC,49.6307,24.854,48.609699,23.342859,49.0116,26.818756,50.221458,22.841015,50.625301,26.436613,?,Ascending,4360,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,153,SLC,48.1168,25.2707,47.068829,23.813778,47.4687,27.180246,48.738457,23.314405,49.139709,26.794945,?,Ascending,4510,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,148,SLC,46.604,25.6602,45.580761,24.23568,45.980389,27.511435,47.202724,23.767744,47.603176,27.145851,?,Ascending,4430,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,143,SLC,45.1156,26.0366,44.092686,24.649313,44.492077,27.838902,45.715736,24.196356,46.115486,27.480738,?,Ascending,4520,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,138,SLC,43.6259,26.3997,42.602901,25.046055,43.0028,28.157743,44.226967,24.606411,44.626812,27.806057,?,Ascending,4520,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,133,SLC,42.1362,26.7605,41.113026,25.439966,41.513149,28.476011,42.738548,25.012392,43.138233,28.130062,?,Ascending,4300,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,128,SLC,40.6192,27.1144,39.570011,25.830383,39.971214,28.796602,41.247688,25.400684,41.648087,28.445053,?,Ascending,4250,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,123,SLC,39.0986,27.4651,38.078041,26.202684,38.480278,29.104706,39.698689,25.797804,40.099823,28.769846,?,Ascending,4290,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,118,SLC,37.6063,27.8023,36.585239,26.5662,36.988819,29.4088,38.206688,26.17013,38.608883,29.077837,?,Ascending,4240,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,113,SLC,36.1133,28.1346,35.091644,26.923403,35.496723,29.710258,36.713974,26.535275,37.117405,29.382671,?,Ascending,3570,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,108,SLC,34.6201,28.4616,33.597813,27.273344,34.004677,30.008783,35.220734,26.892422,35.62571,29.684156,?,Ascending,3270,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,103,SLC,33.1261,28.7845,32.10294,27.617851,32.511753,30.30526,33.726532,27.243406,34.133236,29.983147,?,Ascending,3360,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,98,SLC,31.6021,29.1098,30.548649,27.970257,30.959692,30.611349,32.23172,27.588398,32.640358,30.279804,?,Ascending,3690,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,93,SLC,30.0774,29.4325,29.052246,28.305882,29.465506,30.905096,30.677336,27.942661,31.088078,30.586885,?,Ascending,3670,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,88,SLC,28.5816,29.7468,27.555639,28.63813,27.971203,31.198109,29.18103,28.279671,29.593897,30.881369,?,Ascending,3880,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,83,SLC,27.0853,30.0574,26.057966,28.965233,26.476105,31.489368,27.684364,28.610836,28.099634,31.173615,?,Ascending,4210,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,78,SLC,25.5887,30.3666,24.560307,29.289936,24.981073,31.780476,26.187054,28.939283,26.604792,31.465532,?,Ascending,4120,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,73,SLC,24.0625,30.6766,23.003948,29.619841,23.427946,32.079937,24.688597,29.260195,25.109301,31.754356,?,Ascending,4090,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8557,131,131,68,SLC,22.2659,30.8546,23.1049,29.4673,21.1447,29.8796,23.3774,31.8476,21.4191,32.226,?,Ascending,4180,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8556,130,130,1140,SLC,-11.6267,38.1423,-12.729051,37.199245,-12.207315,39.472733,-11.038208,36.817863,-10.522723,39.079132,?,Ascending,4670,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8556,130,130,1135,SLC,-13.2234,38.5138,-14.237145,37.546738,-13.709377,39.833942,-12.72914,37.199265,-12.207153,39.473824,?,Ascending,4310,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8556,130,130,1130,SLC,-14.7285,38.8711,-15.744696,37.899052,-15.210687,40.201733,-14.237235,37.546757,-13.70919,39.835133,?,Ascending,4380,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8556,130,130,1124,SLC,-16.354,39.2614,-17.494289,38.30962,-16.952873,40.632336,-15.744784,37.899071,-15.210497,40.20293,?,Ascending,4450,0
SENTINEL-1B,'SENTINEL-1 C-SAR',WV,8556,130,130,989,SLC,-57.6606,52.8556,-57.780426,52.749573,-57.710594,53.082909,-57.6101,52.628902,-57.540581,52.960701,?,Ascending,2560,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,242,SLC,74.446,25.2112,73.378334,22.093306,73.976128,29.95734,74.815331,20.212166,75.458046,28.785143,?,Ascending,3240,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,237,SLC,73.0522,26.5749,71.949448,23.685001,72.511024,30.953007,73.501526,21.944159,74.102806,29.86429,?,Ascending,3430,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,232,SLC,71.6,27.8013,70.511642,25.071323,71.043304,31.826284,72.074043,23.555483,72.638496,30.871759,?,Ascending,3460,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,227,SLC,70.1433,28.8884,69.06794,26.306627,69.573875,32.611202,70.638092,24.971729,71.171249,31.762873,?,Ascending,3870,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,222,SLC,68.6533,29.8599,67.560234,27.433292,68.0448,33.335709,69.193344,26.203428,69.701447,32.54538,?,Ascending,4370,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,217,SLC,67.1593,30.7337,66.103546,28.411064,66.570717,33.972233,67.685852,27.344372,68.17205,33.278194,?,Ascending,4270,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,212,SLC,65.6908,31.511,64.642517,29.29878,65.095062,34.557793,66.229492,28.329897,66.698082,33.919106,?,Ascending,4310,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,207,SLC,64.2196,32.2231,63.177593,30.111696,63.617798,35.101414,64.768791,29.2246,65.222542,34.508602,?,Ascending,4380,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,202,SLC,62.746,32.8797,61.7094,30.860285,62.139259,35.6092,63.304039,30.042389,63.745346,35.054909,?,Ascending,4400,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,197,SLC,61.2419,33.4992,60.181793,31.577539,60.602852,36.10318,61.835621,30.792828,62.266647,35.563622,?,Ascending,4400,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,192,SLC,59.5999,33.9691,60.3776,31.3794,58.4476,32.2179,60.722,35.8497,58.7784,36.4396,?,Ascending,4840,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,149,SLC,46.8908,37.9308,45.881481,36.499302,46.279884,39.782623,47.477333,36.040005,47.876179,39.421879,?,Ascending,4180,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,144,SLC,45.3341,38.3178,44.316135,36.937035,44.712528,40.113541,45.932491,36.484009,46.329319,39.755226,?,Ascending,4210,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,139,SLC,43.8449,38.6866,42.827251,37.340672,43.223675,40.436756,44.444386,36.901325,44.84082,40.085201,?,Ascending,3960,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,134,SLC,42.3551,39.0468,41.337292,37.733463,41.734074,40.754787,42.955635,37.306305,43.352047,40.4091,?,Ascending,3510,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,129,SLC,40.8665,39.4188,39.849243,38.140831,40.244789,41.082363,41.469131,37.725197,41.86393,40.742142,?,Ascending,3940,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,124,SLC,39.3466,39.7764,38.300598,38.535713,38.696594,41.40744,39.978676,38.11602,40.373558,41.060112,?,Ascending,4370,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,119,SLC,37.8394,40.1178,36.87785,38.861809,37.279694,41.708916,38.382561,38.505127,38.782532,41.410614,?,Ascending,4220,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,114,SLC,36.3303,40.4352,35.31144,39.234379,35.712029,42.000755,36.932785,38.845821,37.331772,41.672718,?,Ascending,3840,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,109,SLC,34.8369,40.7618,33.817276,39.58371,34.219704,42.29911,35.439339,39.202381,35.839924,41.974072,?,Ascending,3750,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,104,SLC,33.3434,41.0904,32.323177,39.935211,32.726982,42.5998,33.946163,39.560497,34.347897,42.277374,?,Ascending,3960,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,99,SLC,31.8206,41.4159,30.770876,40.28767,31.176861,42.905987,32.451603,39.905979,32.855228,42.57452,?,Ascending,4140,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,94,SLC,30.0462,41.6079,30.8845,40.1269,28.9268,40.5596,31.1529,42.6829,29.1956,43.0646,?,Ascending,4350,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,87,SLC,28.1096,42.1726,27.223639,41.059254,27.633556,43.57143,28.575243,40.762436,28.982924,43.307953,?,Ascending,2950,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,82,SLC,26.7504,42.4539,25.7262,41.384563,26.138733,43.862404,27.352362,41.0312,27.762054,43.546425,?,Ascending,3790,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,77,SLC,25.2535,42.7629,24.22831,41.708553,24.643442,44.153862,25.854807,41.358826,26.266945,43.838665,?,Ascending,3710,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,72,SLC,23.7561,43.0696,22.72957,42.029133,23.147486,44.444641,24.356739,41.682518,24.771511,44.12986,?,Ascending,3730,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,67,SLC,22.2581,43.3724,21.23008,42.344223,21.651161,44.733532,22.857882,42.000278,23.275679,44.418861,?,Ascending,3670,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,62,SLC,20.7313,43.6838,19.673193,42.674213,20.097265,45.036602,21.358963,42.320618,21.77949,44.710712,?,Ascending,3920,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,57,SLC,19.2042,43.9955,18.173962,42.991791,18.600883,45.329739,19.801794,42.652481,20.225157,45.014763,?,Ascending,3980,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19540,43,43,52,SLC,17.7063,44.3019,16.674789,43.309238,17.104565,45.62431,18.30312,42.971561,18.72921,45.308693,?,Ascending,3920,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,564,SLC,8.1901,-65.4247,8.777562,-64.140228,9.227292,-66.380898,7.147884,-64.475204,7.602059,-66.706551,?,Descending,4250,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19536,39,39,1145,SLC,-9.9746,124.1391,-11.103527,123.210693,-10.589801,125.464661,-9.352199,122.818962,-8.844701,125.062386,?,Ascending,4100,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,559,SLC,9.7191,-65.1166,10.336765,-63.822044,10.7822,-66.072739,8.650238,-64.16835,9.100142,-66.407425,?,Descending,4410,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,554,SLC,10.9321,-64.7106,12.0538,-65.6289,10.0965,-66.0184,11.7657,-63.3963,9.8045,-63.8008,?,Descending,3940,0
SENTINEL-1B,'SENTINEL-1 C-SAR',WV,8553,127,127,450,SLC,43.0535,-55.4485,43.123833,-55.297329,43.161774,-55.548298,42.945129,-55.349087,42.983028,-55.599262,?,Descending,2450,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,441,SLC,45.2785,-57.6308,45.999275,-55.749977,46.397419,-59.05249,44.136299,-56.269741,44.534466,-59.465946,?,Descending,4040,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,436,SLC,46.9595,-57.2034,47.496708,-55.317451,47.895412,-58.714512,45.999363,-55.74995,46.397644,-59.053753,?,Descending,3370,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,431,SLC,48.4574,-56.8125,48.992996,-54.870285,49.392735,-58.369942,47.496799,-55.317417,47.895653,-58.715935,?,Descending,4160,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,426,SLC,49.9541,-56.4063,50.487202,-54.399166,50.888702,-58.009865,48.993088,-54.870255,49.39296,-58.371284,?,Descending,3930,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,421,SLC,51.4497,-55.9845,51.98061,-53.911854,52.384369,-57.643196,50.487289,-54.399136,50.888924,-58.011246,?,Descending,3800,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,416,SLC,52.9444,-55.5485,53.472454,-53.402111,53.879177,-57.26495,51.980698,-53.911827,52.384602,-57.644772,?,Descending,3980,0
SENTINEL-1A,'SENTINEL-1 C-SAR',WV,19536,39,39,997,SLC,-55.1707,137.5769,-55.289585,137.472534,-55.223221,137.788696,-55.117794,137.365829,-55.051701,137.680618,?,Ascending,1690,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,411,SLC,54.438,-55.0941,54.962791,-52.866905,55.373249,-56.873127,53.472542,-53.402077,53.879398,-57.26643,?,Descending,3390,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,406,SLC,55.9305,-54.6188,56.451302,-52.302837,56.86639,-56.465977,54.962883,-52.866871,55.373474,-56.87466,?,Descending,3420,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,401,SLC,57.4216,-54.1196,57.937992,-51.705746,58.35873,-56.041153,56.451389,-52.302803,56.866611,-56.467575,?,Descending,3380,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,396,SLC,58.9114,-53.5931,59.422482,-51.070831,59.850044,-55.595959,57.93808,-51.705708,58.358955,-56.042816,?,Descending,3350,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,391,SLC,60.3996,-53.0351,60.904617,-50.39222,61.340363,-55.127075,59.422569,-51.070789,59.850269,-55.597698,?,Descending,3340,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,386,SLC,61.8863,-52.4407,62.384289,-49.6637,62.829739,-54.631134,60.904709,-50.392178,61.340572,-55.128708,?,Descending,3360,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,381,SLC,63.3723,-51.8169,63.863686,-48.902504,64.319687,-54.12965,62.384377,-49.663658,62.829952,-54.632851,?,Descending,3460,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,376,SLC,64.8569,-51.1519,65.338654,-48.062256,65.807678,-53.580109,63.863773,-48.902439,64.319901,-54.131443,?,Descending,3850,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,371,SLC,66.3382,-50.4167,66.808311,-47.127991,67.293358,-52.973064,65.338745,-48.062202,65.807884,-53.581802,?,Descending,4260,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,366,SLC,67.8164,-49.6065,68.273804,-46.099026,68.777771,-52.315182,66.808403,-47.127934,67.293564,-52.974857,?,Descending,4170,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,361,SLC,69.2919,-48.716,69.734352,-44.957832,70.260658,-51.597561,68.273888,-46.098965,68.777977,-52.317097,?,Descending,4590,0
SENTINEL-1B,'SENTINEL-1 C-SAR',IW,8553,127,127,355,SLC,70.8827,-47.6428,71.422676,-43.453171,71.980377,-50.664886,69.734444,-44.957764,70.260849,-51.599346,?,Descending,5350,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19536,39,39,744,SLC,-45.4187,-68.186,-45.083607,-66.274635,-44.326515,-69.420837,-46.496349,-66.902023,-45.722252,-70.118858,?,Descending,3630,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19536,39,39,739,SLC,-43.9843,-67.5231,-43.611649,-65.647964,-42.871178,-68.725494,-45.083519,-66.274597,-44.326431,-69.420792,?,Descending,3990,0
SENTINEL-1A,'SENTINEL-1 C-SAR',IW,19536,39,39,734,SLC,-42.5186,-66.8751,-42.13665,-65.048386,-41.4123,-68.059441,-43.611565,-65.647926,-42.871658,-68.723259,?,Descending,4020,0
